Date,Open,High,Low,Close,Adj Close,Volume
2018-11-20,29.969999,31.74,29.940001,31.059999,31.059999,20927600
2018-11-21,31.67,32.080002,31.1,31.610001,31.610001,16466900
2018-11-23,31.299999,31.959999,31.110001,31.120001,31.120001,5813900
2018-11-26,31.6,32.869999,31.52,32.82,32.82,17096000
2018-11-27,32.439999,33.099998,32.360001,32.610001,32.610001,10727400
2018-11-28,33,33,31.719999,32.73,32.73,19073300
2018-11-29,32.459999,32.540001,29.870001,31.299999,31.299999,50505700
2018-11-30,31.15,31.549999,30.110001,31.450001,31.450001,25833200
2018-12-03,32.240002,33.849998,32.209999,33.66,33.66,24027100
2018-12-04,33.279999,34.16,32.5,32.560001,32.560001,22472000
2018-12-06,32.459999,32.970001,31.110001,32.959999,32.959999,25922800
2018-12-07,32.84,34.369999,32.669998,32.830002,32.830002,29497100
2018-12-10,32.73,33.639999,32.259998,33.43,33.43,19971100
2018-12-11,34.130001,35.75,33.880001,34.450001,34.450001,30118600
2018-12-12,34.970001,37.139999,34.849998,36.25,36.25,32608500
2018-12-13,36.400002,36.490002,35.299999,35.889999,35.889999,22831600
2018-12-14,35.25,36.619999,35.049999,35.869999,35.869999,19528500
2018-12-17,35.68,35.700001,33.200001,33.43,33.43,23880900
2018-12-18,33.630001,34.169998,33.080002,33.740002,33.740002,18885100
2018-12-19,33.709999,34.700001,32.66,32.93,32.93,24784300
2018-12-20,32.59,32.720001,28.51,29.290001,29.290001,51983000
2018-12-21,29.309999,29.76,27.040001,27.309999,27.309999,38714100
2018-12-24,26.549999,27.27,26.26,26.450001,26.450001,18208300
2018-12-26,27,28.700001,26.799999,28.66,28.66,35529600
2018-12-27,28.139999,28.92,27.26,28.68,28.68,31987700
2018-12-28,28.93,29.139999,27.84,28.43,28.43,21820500
2018-12-31,28.6,29.129999,28.34,28.74,28.74,15975000
2019-01-02,28.26,28.99,27.870001,28.809999,28.809999,15053700
2019-01-03,28.379999,29.18,27.940001,27.99,27.99,19051700
2019-01-04,28.389999,30.1,28.309999,29.950001,29.950001,23412600
2019-01-07,30.200001,31.379999,29.77,31.34,31.34,19917800
2019-01-08,31.700001,32.049999,30.91,31.799999,31.799999,18915200
2019-01-09,31.799999,32.400002,31.540001,32.25,32.25,14554400
2019-01-10,33.080002,33.5,32.259998,33.09,33.09,30504500
2019-01-11,32.849998,33.200001,32.43,32.869999,32.869999,17732300
2019-01-14,32.380001,32.75,32.119999,32.369999,32.369999,9523000
2019-01-15,32.509998,33.349998,32.450001,33.02,33.02,13548200
2019-01-16,33.099998,33.299999,32.439999,32.470001,32.470001,10130200
2019-01-17,32.470001,33.09,32.389999,32.849998,32.849998,12059700
2019-01-18,33.049999,33.889999,32.77,33.27,33.27,16776800
2019-01-22,32.970001,33.349998,31.93,32.25,32.25,17780800
2019-01-23,32.259998,32.450001,30.719999,30.969999,30.969999,21084400
2019-01-24,30.940001,31.73,30.91,31.610001,31.610001,12470400
2019-01-25,31.99,33.619999,31.98,32.900002,32.900002,22513700
2019-01-28,32.650002,33.200001,32.119999,33.130001,33.130001,21750800
2019-01-29,33.330002,33.549999,31.459999,31.639999,31.639999,18849800
2019-01-30,32.040001,32.380001,31.42,32.259998,32.259998,17142500
